# gunzip -c exp/mono_ali/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang 
# Started at Sun Nov 19 12:38:59 SAST 2017
#
At utterance begin, sil accounts for 85.0% of phone occurrences, with duration (median, mean, 95-percentile) is (21,24.1,52) frames.
Overall, f_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.1,12) frames.
Overall, m_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.1,14) frames.
Overall, t_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.0,13) frames.
Overall, k_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.6,12) frames.
Overall, f_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.4,15) frames.
Overall, d_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.5,10) frames.
Overall, w_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.0,9) frames.
Overall, eh_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.6,15) frames.
Overall, r_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.0,14) frames.
Overall, l_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.4,20) frames.
Overall, ch_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.4,22) frames.
Overall, p_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.3,12) frames.
Overall, n_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.1,10) frames.
Overall, v_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.1,12) frames.
Overall, uw_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.1,18) frames.
Overall, k_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.7,17) frames.
Overall, ih_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.9,9) frames.
Overall, b_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.8,8) frames.
Overall, ng_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,8.6,11) frames.
Overall, er_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.2,17) frames.
Overall, w_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,8.8,15) frames.
Overall, b_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.2,9) frames.
Overall, ao_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.4,21) frames.
Overall, d_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (3,3.8,6) frames.
Overall, z_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.1,15) frames.
Overall, l_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,5.8,8) frames.
Overall, ah_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.2,13) frames.
Overall, aw_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (15,15.0,20) frames.
Overall, y_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (10,9.5,14) frames.
The optional-silence phone sil occupies 39.1% of frames overall 
Limiting the stats to the 60.3% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 0.8% of frames.
Assuming 100 frames per second, the alignments represent 0.4 hours of data, or 0.2 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 0.7% of utterance-internal phones, with duration (median, mean, 95-percentile) = (8,10.0,24)
# Accounting: time=0 threads=1
# Ended (code 0) at Sun Nov 19 12:38:59 SAST 2017, elapsed time 0 seconds
